0	0
1172	0
1703	0
1984	0
2594	0
3016	0
3422	0
3844	0
4266	0
4703	0
5125	0
5547	0
5953	0
6437	0
6844	0
7234	0
7766	0
8312	0
8766	0
9156	0
9531	0
9937	0
10359	0
10750	0
11156	0
11500	0
11984	0
12359	0
12797	0
13187	0
13531	0
13984	0
14375	0
14766	0
15234	0
15625	0
16031	0
16422	0
16828	0
17219	0
17703	0
18109	0
18516	0
18953	0
19391	0
19828	0
20328	0
20766	0
21187	0
21625	0
22672	0
23234	0
24141	0
24500	0
24937	0
25453	0
25891	0
26172	0
26750	0
27172	0
27672	0
28109	0
28437	0
28953	0
29375	0
29781	0
30187	0
30625	0
30906	0
31422	0
31812	0
32234	0
32719	0
33125	0
33547	0
33969	0
34375	0
34828	0
35281	0
35781	0
36297	0
36828	0
37281	0
37812	0
38250	0
38687	0
39125	0
39531	0
40000	0
40422	0
40844	0
41297	0
41750	0
42203	0
42687	0
43156	0
43672	0
44156	0
44828	0
45141	0
45641	0
46000	0
46391	0
46875	0
47203	0
47766	0
48156	0
48641	0
48937	0
49406	0
49703	0
50172	0
50562	0
50984	0
51391	0
51703	0
52203	0
52656	0
53062	0
53469	0
53906	0
54312	0
54703	0
55156	0
55531	0
55906	0
56312	0
56734	0
57109	0
57594	0
58016	0
58406	0
58906	0
59297	0
59672	0
60234	0
60625	0
60937	0
61437	0
61812	0
62219	0
62750	0
63172	0
63562	0
63984	0
64406	0
64812	0
65234	0
65641	0
66078	0
66500	0
66922	0
67359	0
67906	0
68344	0
69000	0
69469	0
69844	0
70484	0
70937	0
71344	0
71828	0
72250	0
72719	0
73516	0
73875	0
74250	0
74656	0
75062	0
75578	0
76016	0
76422	0
76875	0
77266	0
77766	0
78156	0
78578	0
79016	0
79516	0
79969	0
80312	0
80812	0
81344	0
81766	0
82187	0
82703	0
83078	0
83531	0
83937	0
84375	0
84797	0
85203	0
85609	0
86047	0
86453	0
86906	0
87312	0
87844	0
88266	0
88703	0
89156	0
89578	0
90016	0
90453	0
90891	0
91312	0
91750	0
92172	0
92672	0
93094	0
93531	0
93984	0
94422	0
94875	0
95328	0
95766	0
96187	0
96859	0
97141	0
97703	0
98094	0
98391	0
98875	0
99266	0
99687	0
100109	0
100469	0
100859	0
101250	0
101656	0
102047	0
102406	0
102891	0
103297	0
103734	0
104141	0
104531	0
104937	0
105344	0
105734	0
106141	0
106562	0
106969	0
107359	0
107859	0
108219	0
108703	0
109172	0
109594	0
110031	0
110437	0
110891	0
111328	0
111766	0
112172	0
112687	0
113141	0
113562	0
114000	0
114422	0
114859	0
115312	0
115750	0
116187	0
116625	0
117094	0
117797	0
118172	0
118547	0
119031	0
119422	0
119828	0
120266	0
120672	0
121078	0
121484	0
121875	0
122344	0
122828	0
123234	0
123625	0
124047	0
124453	0
124781	0
125281	0
125703	0
126125	0
126578	0
127047	0
127484	0
128031	0
128469	0
129062	0
129484	0
129906	0
130344	0
130812	0
131219	0
131672	0
132156	0
132594	0
133109	0
133531	0
134000	0
134422	0
134891	0
135328	0
135766	0
136203	0
136625	0
137078	0
137547	0
138016	0
138734	0
139078	0
139484	0
140000	0
140391	0
140797	0
141187	0
141562	0
141969	0
142328	0
142844	0
143312	0
143750	0
144203	0
144547	0
145078	0
145531	0
145937	0
146312	0
146812	0
147187	0
147609	0
148047	0
148422	0
148828	0
149187	0
149609	0
150016	0
150484	0
150875	0
151266	0
151750	0
152141	0
152562	0
153031	0
153437	0
153812	0
154312	0
154703	0
155156	0
155625	0
156687	0
156969	0
157531	0
157953	0
158359	0
158781	0
159406	0
159734	0
