0	254
1172	254
1703	254
1984	254
2594	254
3016	254
3422	254
3844	254
4266	254
4703	254
5125	254
5547	254
5953	254
6437	254
6844	254
7234	254
7766	254
8312	254
8766	254
9156	254
9531	254
9937	254
10359	254
10750	254
11156	254
11500	254
11984	13
12359	73
12797	95
13187	106
13531	111
13984	118
14375	125
14766	129
15234	128
15625	127
16031	126
16422	125
16828	124
17219	123
17703	123
18109	123
18516	122
18953	119
19391	118
19828	118
20328	115
20766	114
21187	114
21625	112
22672	110
23234	110
24141	109
24500	109
24937	107
25453	106
25891	106
26172	106
26750	105
27172	105
27672	106
28109	107
28437	107
28953	106
29375	106
29781	106
30187	106
30625	105
30906	105
31422	105
31812	105
32234	105
32719	105
33125	105
33547	105
33969	104
34375	103
34828	103
35281	103
35781	102
36297	102
36828	102
37281	102
37812	104
38250	104
38687	103
39125	103
39531	104
40000	103
40422	103
40844	102
41297	102
41750	102
42203	102
42687	102
43156	102
43672	102
44156	96
44828	33
45141	254
45641	254
46000	254
46391	254
46875	254
47203	254
47766	254
48156	46
48641	254
48937	254
49406	46
49703	254
50172	35
50562	254
50984	24
51391	22
51703	254
52203	14
52656	21
53062	20
53469	14
53906	35
54312	254
54703	47
55156	254
55531	30
55906	32
56312	254
56734	254
57109	254
57594	254
58016	254
58406	24
58906	12
59297	8
59672	254
60234	254
60625	15
60937	31
61437	47
61812	59
62219	71
62750	12
63172	254
63562	27
63984	31
64406	35
64812	36
65234	38
65641	38
66078	37
66500	36
66922	35
67359	35
67906	36
68344	37
69000	36
69469	36
69844	36
70484	36
70937	36
71344	36
71828	36
72250	36
72719	36
73516	36
73875	36
74250	36
74656	36
75062	36
75578	37
76016	37
76422	37
76875	37
77266	37
77766	37
78156	37
78578	37
79016	37
79516	37
79969	37
80312	37
80812	37
81344	37
81766	37
82187	37
82703	25
83078	254
83531	254
83937	254
84375	83
84797	76
85203	254
85609	37
86047	35
86453	254
86906	39
87312	34
87844	254
88266	47
88703	254
89156	23
89578	44
90016	254
90453	26
90891	39
91312	41
91750	49
92172	58
92672	60
93094	60
93531	60
93984	62
94422	70
94875	94
95328	115
95766	125
96187	127
96859	127
97141	118
97703	111
98094	112
98391	111
98875	108
99266	108
99687	105
100109	102
100469	100
100859	98
101250	96
101656	96
102047	96
102406	96
102891	96
103297	96
103734	96
104141	96
104531	96
104937	96
105344	95
105734	95
106141	95
106562	95
106969	95
107359	95
107859	96
108219	96
108703	96
109172	96
109594	96
110031	96
110437	95
110891	96
111328	95
111766	95
112172	96
112687	96
113141	96
113562	95
114000	95
114422	96
114859	95
115312	95
115750	95
116187	95
116625	95
117094	95
117797	95
118172	95
118547	95
119031	95
119422	95
119828	95
120266	95
120672	95
121078	95
121484	95
121875	95
122344	95
122828	93
123234	94
123625	94
124047	94
124453	94
124781	93
125281	93
125703	93
126125	93
126578	93
127047	93
127484	93
128031	93
128469	93
129062	93
129484	28
129906	254
130344	53
130812	74
131219	254
131672	54
132156	98
132594	109
133109	116
133531	123
134000	127
134422	96
134891	45
135328	254
135766	254
136203	254
136625	254
137078	254
137547	254
138016	254
138734	254
139078	254
139484	254
140000	254
140391	254
140797	254
141187	254
141562	254
141969	254
142328	254
142844	254
143312	254
143750	254
144203	254
144547	254
145078	254
145531	254
145937	254
146312	254
146812	254
147187	254
147609	254
148047	254
148422	254
148828	254
149187	254
149609	254
150016	254
150484	254
150875	254
151266	254
151750	254
152141	254
152562	254
153031	254
153437	254
153812	254
154312	254
154703	254
155156	254
155625	254
156687	254
156969	254
157531	254
157953	254
158359	254
158781	254
159406	254
159734	254
