0	1
1172	1
1703	1
1984	1
2594	1
3016	1
3422	1
3844	1
4266	1
4703	1
5125	1
5547	1
5953	1
6437	1
6844	1
7234	1
7766	1
8312	1
8766	1
9156	1
9531	1
9937	1
10359	1
10750	1
11156	1
11500	1
11984	1
12359	1
12797	1
13187	1
13531	1
13984	1
14375	1
14766	1
15234	1
15625	1
16031	1
16422	1
16828	1
17219	1
17703	1
18109	1
18516	1
18953	1
19391	1
19828	1
20328	1
20766	1
21187	1
21625	1
22672	1
23234	1
24141	1
24500	1
24937	1
25453	1
25891	1
26172	1
26750	1
27172	1
27672	1
28109	1
28437	1
28953	1
29375	1
29781	1
30187	1
30625	1
30906	1
31422	1
31812	1
32234	1
32719	1
33125	1
33547	1
33969	1
34375	1
34828	1
35281	1
35781	1
36297	1
36828	1
37281	1
37812	1
38250	1
38687	1
39125	1
39531	1
40000	1
40422	1
40844	1
41297	1
41750	1
42203	1
42687	1
43156	1
43672	1
44156	1
44828	1
45141	1
45641	1
46000	1
46391	1
46875	1
47203	1
47766	1
48156	1
48641	1
48937	1
49406	1
49703	1
50172	1
50562	1
50984	1
51391	1
51703	1
52203	1
52656	1
53062	1
53469	1
53906	1
54312	1
54703	1
55156	1
55531	1
55906	1
56312	1
56734	1
57109	1
57594	1
58016	1
58406	1
58906	1
59297	1
59672	1
60234	1
60625	1
60937	1
61437	1
61812	1
62219	1
62750	1
63172	1
63562	1
63984	1
64406	1
64812	1
65234	1
65641	1
66078	1
66500	1
66922	1
67359	1
67906	1
68344	1
69000	1
69469	1
69844	1
70484	1
70937	1
71344	1
71828	1
72250	1
72719	1
73516	1
73875	1
74250	1
74656	1
75062	1
75578	1
76016	1
76422	1
76875	1
77266	1
77766	1
78156	1
78578	1
79016	1
79516	1
79969	1
80312	1
80812	1
81344	1
81766	1
82187	1
82703	1
83078	1
83531	1
83937	1
84375	1
84797	1
85203	1
85609	1
86047	1
86453	1
86906	1
87312	1
87844	1
88266	1
88703	1
89156	1
89578	1
90016	1
90453	1
90891	1
91312	1
91750	1
92172	1
92672	1
93094	1
93531	1
93984	1
94422	1
94875	1
95328	1
95766	1
96187	1
96859	1
97141	1
97703	1
98094	1
98391	1
98875	1
99266	1
99687	1
100109	1
100469	1
100859	1
101250	1
101656	1
102047	1
102406	1
102891	1
103297	1
103734	1
104141	1
104531	1
104937	1
105344	1
105734	1
106141	1
106562	1
106969	1
107359	1
107859	1
108219	1
108703	1
109172	1
109594	1
110031	1
110437	1
110891	1
111328	1
111766	1
112172	1
112687	1
113141	1
113562	1
114000	1
114422	1
114859	1
115312	1
115750	1
116187	1
116625	1
117094	1
117797	1
118172	1
118547	1
119031	1
119422	1
119828	1
120266	1
120672	1
121078	1
121484	1
121875	1
122344	1
122828	1
123234	1
123625	1
124047	1
124453	1
124781	1
125281	1
125703	1
126125	1
126578	1
127047	1
127484	1
128031	1
128469	1
129062	1
129484	1
129906	1
130344	1
130812	1
131219	1
131672	1
132156	1
132594	1
133109	1
133531	1
134000	1
134422	1
134891	1
135328	1
135766	1
136203	1
136625	1
137078	1
137547	1
138016	1
138734	1
139078	1
139484	1
140000	1
140391	1
140797	1
141187	1
141562	1
141969	1
142328	1
142844	1
143312	1
143750	1
144203	1
144547	1
145078	1
145531	1
145937	1
146312	1
146812	1
147187	1
147609	1
148047	1
148422	1
148828	1
149187	1
149609	1
150016	1
150484	1
150875	1
151266	1
151750	1
152141	1
152562	1
153031	1
153437	1
153812	1
154312	1
154703	1
155156	1
155625	1
156687	1
156969	1
157531	1
157953	1
158359	1
158781	1
159406	1
159734	1
